#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Urbanismo,,,A,2018-08-31,,MONTAJES JEP SL,,REPOSICION ALUMBRADO CORONACION PRESA PEÑASCALES,693.33,
Urbanismo,,,A,2018-10-24,,CITELUM IBERICA S.A.,,CANON BIMENSUAL JULIO Y AGOSTO MENTENIMIENTO ALUMB PUBLICO,24601.95,
Urbanismo,,,A,2018-11-13,,CITELUM IBERICA S.A.,,MANTENIMIENTO BIMENSUAL SEP Y OCTUBRE ALUMB PUBLICO,24601.95,
Urbanismo,,,A,2018-12-26,,CITELUM IBERICA S.A.,,CANON MANTENIMIENTO ALUMBRADO PUBLICO NOVIEMBRE Y DICIEMBRE 2018,24601.95,
Urbanismo,,,A,2018-03-26,,IBERDROLA CLIENTES SAU,,  21171228030016220 CONTRATO 548735736 PERIODO 18/11/17 A 19/12/17 CUPS ES0021000019269654ZK ALUMB PUBLICO,602.86,
Urbanismo,,,A,2018-03-26,,IBERDROLA CLIENTES SAU,,  21171228030010823 CONTRATO 451792130 PERIODO 13/11/17 A 14/12/17 CUPS ES0021000005697209LZ,36.57,
Urbanismo,,,A,2018-03-26,,IBERDROLA CLIENTES SAU,,  21171228030018582 CONTRATO 583746482 PERIODO 28/11/17 A 19/12/17 CUPS ES0021000021530038JB ALUMB PUBLICO,394.59,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030011928 CONTRATO 562973473 PERIODO 05/10/17 A 29/11/17 CUPS ES0021000017299127ZL ALUMB PUBLICO,866.44,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007610 CONTRATO 364082744 PERIODO 11/10/17 A 07/12/17 CUPS ES0021000011614835YQ ALUMB PUBLICO,235.62,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008295 CONTRATO 370793006 PERIODO 01/12/17 A 14/12/17 CUPS ES0021000012067453CV ALUMB PUBLICO,6.84,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008511 CONTRATO 373567388 PERIODO 29/09/17 A 01/12/17 CUPS ES0021000013737723FG ALUMB PUBLICO,68.51,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007331 CONTRATO 362619682 PERIODO 02/10/17 A 30/11/17 CUPS ES0021000011362892TS ALUMB PUBLICO,89.09,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030009511 CONTRATO 403438561 PERIODO 02/10/17 A 30/11/17 CUPS ES0021000016200071TH ALUMB PUBLICO,61.81,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007344 CONTRATO 362797377 PERIODO 29/11/17 A 19/12/17 CUPS ES0021000011402799XV ALUMB PUBLICO,248.84,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008294 CONTRATO 370793006 PERIODO 28/09/17 A 01/12/17 CUPS ES0021000012067453CV ALUMB PUBLICO,35.61,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005746 CONTRATO 345224541 PERIODO 11/10/17 A 04/12/17 CUPS ES0021000005697265ER ALUMB PUBLICO,46.79,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005185 CONTRATO 340634959 PERIODO 28/09/17 A 29/11/17 CUPS ES0021000005699361KG ALUMB PUBLICO,81.12,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003701 CONTRATO 321792506 PERIODO 09/10/17 A 30/11/17 CUPS ES0021000005696257RM ALUMB PUBLICO,892.98,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008512 CONTRATO CONTRATO 373567522 PERIODO 18/11/17 A 17/12/17 CUPS ES0021000013737689MQ ALUMB P,853.35,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003696 CONTRATO 321787961 PERIODO 03/10/17 A 30/11/17 CUPS ES0021000005694379BJ,1728.84,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005186 CONTRATO 340634959 PERIODO 29/11/17 A 14/12/17 CUPS ES0021000005699361KG ALUMB PUBLICO,21.95,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030006558 CONTRATO 354920236 PERIODO 01/10/17 A 27/11/17 CUPS ES0021000010296769SB ALUMB PUBLICO,217.26,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003688 CONTRATO 321780279 PERIODO 28/09/17 A 24/11/17 CUPS ES0021000005692681YV ALUMB PUBLICO,437.1,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003702 CONTRATO 321797929 PERIODO 11/10/17 A 05/12/17 CUPS ES0021000005697526XD ALUMB PUBLICO,494.99,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003699 CONTRATO 321790388 PERIODO 06/10/17 A 29/11/17 CUPS ES0021000005693908ZW,175.39,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008670 CONTRATO 375098355 PERIODO 13/11/17 A 14/12/17 CUPS ES0021000013994400NR EDIF MUNICIPALES,5.87,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003694 CONTRATO 321782732 PERIODO 28/11/17 A 14/12/17 CUPS ES0021000005693969QV ALUMB PUBLICO,539.44,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030006137 CONTRATO 349700450 PERIODO 26/09/17 A 28/11/17 CUPS ES0021000005698644JT,1626.99,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003690 CONTRATO 321780577 PERIODO 27/10/17 A 27/11/17 CUPS ES0021000005695726RA ALUMB PUBLICO,94.78,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003692 CONTRATO 321782380 PERIODO 13/11/17 A 14/12/17 CUPS ES0021000005695651CC ALUMB PUBLICO,8.19,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003686 CONTRATO 321776690 PERIODO 26/09/17 A 29/11/17 CUPS ES0021000005699057FE ALUMB PUBLICO,65.98,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008671 CONTRATO 375098460 PERIODO 01/10/17 A 1/12/17 CUPS ES0021000013976345DR RIEGO,14.01,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003693 CONTRATO 321782732 PERIODO 04/10/17 A 28/11/17 CUPS ES0021000005693969QV ALUMB PUBLICO,1574.73,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007102  CONTRATO 360534582 PERIODO 28/09/17 A 24/11/17 CUPS ES0021000010971778SQ ALUMB PUBLICO,2276.3,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007332 CONTRATO 362619750 PERIODO 02/10/17 A 30/11/17 CUPS ES0021000011362891TZ ALUMB PUBLICO,88.84,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005262  CONTRATO 341175950 PERIODO 02/10/17 A 30/11/17 CUPS ES0021000005692959HL ALUMB PUBLICO,59.42,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007343 CONTRATO 362797377 PERIODO 02/10/17 A 29/11/17 CUPS ES0021000011402799XV ALUMB PUBLICO,624.9,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005273 CONTRATO 341275220 PERIODO 26/09/17 A 29/11/17 CUPS ES0021000005695147KE ALUMB PUBLICO,895.04,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003689 CONTRATO 321780530 PERIODO 27/09/17 A 27/11/17 CUPS ES0021000005695600HS ALUMB PUBLICO,45.19,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008673  CONTRATO 375098628 PERIODO 13/11/17 A 17/12/17 CUPS ES0021000013976349DM RIEGO,7.38,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003697  CONTRATO 321789933 PERIODO 04/10/17 A 5/12/17 CUPS ES0021000005699386EY ALUMB PUBLICO,65.93,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003700 CONTRATO 321790819 PERIODO 06/10/17 A 29/11/17 CUPS ES0021000004315501KP ALUMB PUBLICO,661.95,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003691 CONTRATO 321782276 PERIODO 03/10/17 A 14/12/17 CUPS ES0021000005694817FZ ALUMB PUBLICO,158.63,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030008672 CONTRATO 375098574 PERIODO 29/09/17 A 01/12/17 CUPS ES0021000013994510QL RIEGO,11.31,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030003703 CONTRATO 321798077 PERIODO 13/10/17 A 04/12/17 CUPS ES0021000005698948AM ALUMB PUBLICO,130.12,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005080 CONTRATO 339801025 PERIODO 10/10/17 A 05/12/17 CUPS ES0021000005695424BT ALUMB PUBLICO,331.12,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030005791 CONTRATO 345675307 PERIODO 13/11/17 A 14/12/17 CUPS ES0021000005697170VK ALUMB PUBLICO,101.74,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030007490 CONTRATO 363507188 PERIODO 13/10/17 A 04/12/17 CUPS ES0021000011462120JK EDIF MUNICIPALES,424.14,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030004929 CONTRATO 338443666 PERIODO 11/10/17 A 07/12/17 CUPS ES0021000005698158ZC ALUMB PUBLICO,481.81,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030010671 CONTRATO 492586305 PERIODO 02/10/17 A 30/11/17 CUPS ES0021000019135190XS EDIF MUNICIPALES,48.33,
Urbanismo,,,A,2018-03-26,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,  09171228030006055 CONTRATO 348607015 PERIODO 10/10/17 A 30/11/17 CUPS ES0021000005695682EM ALUMB PUBLICO,1147.15,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363519 CONTRATO 19946424 PERIODO 21/11/17 - 18/12/17 CUPS ES0021000005694796YQ ALUMB PULBICO,878.59,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363518 CONTRATO 19946424 PERIODO  20/10/2017 - 20/11/2017 CUPS ES0021000005694796YQ ALUMB PUBLICO,970.58,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321253100324 CONTRATO 19481203 PERIODO 30/09/2017 - 14/12/2017 CUPS ES0021000013737584RA ALUMB PUBLICO,1807.69,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321253100321 CONTRATO 19480859 PERIODO 28/09/2017 - 28/11/2017 CUPS ES0021000005699026YZ ALUMB PUBLICO,2511.09,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363499 CONTRATO 19516576 PERIODO 17/11/2017 - 16/12/2017  CUPS ES0021000018090460NZ,907.81,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321253100322  CONTRATO 19480901 PERIODO 12/10/2017 - 14/12/2017 CUPS ES0021000005694959JH ALUMB PUBLICO,1076.62,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363476 CONTRATO 19480917 PERIODO 20/10/2017 - 17/11/2017 CUPS ES0021000005695168EC ALUMB PUBLICO,360.8,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363475 CONTRATO 19480886 PERIODO 20/10/2017 - 17/11/2017  CUPS ES0021000005694856DF ALUMB PUBLICO,606.74,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363474 CONTRATO 19480840 PERIODO 18/11/2017 - 16/12/2017 CUPS ES0021000005693869ND ALUMB PUBLICO,1420.69,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363473 CONTRATO 19480840 PERIODO 19/10/2017 - 17/11/2017  CUPS ES0021000005693869ND ALUMB PUBLICO,1421.63,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983142  CONTRATO 19946424 PERIODO 12/08/2017 - 18/09/2017  CUPS ES0021000005694796YQ ALUMB PUBLIC,989.48,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363470  CONTRATO 19480775 PERIODO 20/10/2017 - 17/11/2017  CUPS ES0021000005693259PC ALUMB PUBLIC,342.56,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983085 CONTRATO 19481203 PERIODO 01/08/2017 - 29/09/2017 CUPS ES0021000013737584RA ALUMB PUBLICO,1126.84,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363472  CONTRATO 19480775 PERIODO 23/11/2017 - 14/12/2017  CUPS ES0021000005693259PC ALUMB PUBLIC,271.85,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363471 CONTRATO 19480775 PERIODO 18/11/2017 - 22/11/2017 CUPS ES0021000005693259PC ALUMB PUBLICO,59.92,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363477  CONTRATO 19480917  PERIODO 18/11/2017 - 22/11/2017 CUPS ES0021000005695168EC ALUMB PUBLIC,63.38,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363468 CONTRATO 19480516 PERIODO 20/10/2017 - 20/11/2017  CUPS ES0021000005692538TN ALUMB PUBLICO,282.2,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363458  CONTRATO 19480980 PERIODO 14/11/2017 - 17/11/2017  CUPS ES0021000013290638AQ ALUMB PUBLIC,23.39,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363457  CONTRATO 19480980 PERIODO 19/10/2017 - 13/11/2017 CUPS ES0021000013290638AQ ALUMB PUBLICO,151.99,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363498 CONTRATO 19516576 PERIODO 19/10/2017 - 16/11/2017  CUPS ES0021000018090460NZ,847.61,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363478  CONTRATO 19480917 PERIODO 23/11/2017 - 14/12/2017 CUPS ES0021000005695168EC ALUMB PUBLICO,286.5,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363469 CONTRATO 19480516 PERIODO  21/11/2017 - 18/12/2017  CUPS ES0021000005692538TN ALUMB PUBLIC,247.77,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363456 CONTRATO 19480909 PERIODO 17/11/2017 - 22/11/2017  CUPS ES0021000005699987WD ALUMB PUBLICO,122.83,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252363455 CONTRATO 19480909 PERIODO 18/10/2017 - 16/11/2017  CUPS ES0021000005699987WD ALUMB PUBLICO,570.31,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983143 CONTRATO 19946424 PERIODO 19/09/2017 - 19/10/2017 CUPS ES0021000005694796YQ ALUMB PUBLICO,858.11,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983096 CONTRATO 19516576 PERIODO 19/09/2017 - 18/10/2017  CUPS ES0021000018090460NZ EDIF MUNICIPA,750.82,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983095 CONTRATO 19516576 PERIODO 11/08/2017 - 18/09/2017  CUPS ES0021000018090460NZ EDIF MUNICIPA,879.5,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983084 CONTRATO 19480677 PERIODO 01/08/2017 - 29/09/2017 CUPS ES0021000013737514KW ALUMB PUBLICO,1534.36,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983286 CONTRATO 19481248 PERIODO 05/08/2017 - 03/10/2017  CUPS ES0021000005698345TT ALUMB PUBLICO,1650.61,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983285 CONTRATO 19481236 PERIODO 02/08/2017 - 27/09/2017  CUPS ES0021000005698326EG ALUMB PUBLICO,117.96,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656780 CONTRATO 19480448 PERIODO 06/10/2017 - 29/11/2017  CUPS ES0021000017299109ZR EDIF MUNICIPA,1100.8,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656779  CONTRATO 19481248 PERIODO 4/10/2017 - 14/12/2017  CUPS ES0021000005698345TT ALUMB PUBLICO,655.35,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656793  CONTRATO 19481010 PERIODO 12/10/2017 - 11/12/2017  CUPS ES0021000005697253KN ALUMB PUBLIC,102.09,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656784 CONTRATO 19480533 PERIODO 29/09/2017 - 24/11/2017  CUPS ES0021000005692644MA ALUMB PUBLICO,561.56,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656786  CONTRATO 19480812 PERIODO 12/10/2017 - 07/12/2017 CUPS ES0021000005693856BL ALUMB PUBLICO,1058.97,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983277 CONTRATO 19480878 PERIODO 01/08/2017 - 28/09/2017 CUPS ES0021000005699302HZ ALUMB PUBLICO,2180.17,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656781 CONTRATO 19480496 PERIODO 28/09/2017 - 27/11/2017 CUPS ES0021000005694825FE EDIF MUNICIPAL,752.16,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983284 CONTRATO 19481214 PERIODO 08/08/2017 - 11/10/2017  CUPS ES0021000005697549BD ALUMB PUBLICO,1904.04,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656778 CONTRATO 19481214 PERIODO 12/10/2017 - 04/12/2017  CUPS ES0021000005697549BD ALUMB PUBLICO,112.07,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983283 CONTRATO 19480980 PERIODO 15/09/2017 - 18/10/2017 CUPS ES0021000013290638AQ ALUMB PUBLICO,1110.16,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656785  CONTRATO 19480791 PERIODO 12/10/2017 - 04/12/2017  CUPS ES0021000005693538KT ALUMB PUBLIC,108.31,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656792  CONTRATO 19480997 PERIODO 12/10/2017 - 05/12/2017 CUPS ES0021000005695989NJ ALUMB PUBLICO,175.49,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983282 CONTRATO 19480980 PERIODO 11/08/2017 - 14/09/2017 CUPS ES0021000013290638AQ ALUMB PUBLICO,903.25,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656791 CONTRATO 19480950 PERIODO  28/09/2017 - 28/11/2017  CUPS ES0021000005695653CE ALUMB PUBLIC,128.67,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983281 CONTRATO 19480954 PERIODO 02/08/2017 - 06/10/2017  CUPS ES0021000010669173ZE ALUMB PUBLICO,188.86,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656789  CONTRATO 19480872 PERIODO 27/09/2017 - 30/11/2017  CUPS ES0021000005694777MC ALUMB PUBLIC,121.02,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656790 CONTRATO 19480941 PERIODO 28/09/2017 - 28/11/2017 CUPS ES0021000005695650CL ALUMB PUBLICO,126.54,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656790  CONTRATO 19480941 PERIODO 28/09/2017 - 28/11/2017 CUPS ES0021000005695650CL ALUMB PUBLICO,450.04,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983279 CONTRATO 19480909 PERIODO 11/08/2017 - 18/09/2017  CUPS ES0021000005699987WD ALUMB PUBLICO,550.62,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656788 CONTRATO 19480858 PERIODO 04/10/2017 - 30/11/2017  CUPS ES0021000005694008HX ALUMB PUBLICO,1656.94,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983278 CONTRATO 19480893 PERIODO 01/08/2017 - 28/09/2017 CUPS ES0021000005699576FN ALUMB PUBLICO,1087.28,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656787  CONTRATO 19480816 PERIODO 12/10/2017 - 04/12/2017 CUPS ES0021000005698396WM ALUMB PUBLICO,2099.29,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982971 CONTRATO 19480496 PERIODO 03/08/2017 - 27/09/2017 CUPS ES0021000005694825FE EDIF MUNICIPAL,796.08,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982970 CONTRATO 19480448 PERIODO 02/08/2017 - 05/10/2017 CUPS ES0021000017299109ZR,1027.99,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982994 CONTRATO 19480886 PERIODO 12/08/2017 - 18/09/2017 CUPS ES0021000005694856DF ALUMB PUBLICO,684.56,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656777 CONTRATO 19480954 PERIODO 07/10/2017 - 29/11/2017 CUPS ES0021000010669173ZE ALUMB PUBLICO,132.31,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982993 CONTRATO 19480872 PERIODO 04/08/2017 - 26/09/2017 CUPS ES0021000005694777MC ALUMB PUBLICO,98.86,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656775 CONTRATO 19480893 PERIODO 29/09/2017 - 01/12/2017  CUPS ES0021000005699576FN ALUMB PUBLICO,130.35,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321252656774 CONTRATO 19480878 PERIODO 29/09/2017 - 14/12/2017 CUPS ES0021000005699302HZ ALUMB PUBLICO,3580.54,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982992  CONTRATO 19480858 PERIODO 05/08/2017 - 03/10/2017  CUPS ES0021000005694008HX ALUMB PUBLIC,1405.71,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982991 CONTRATO 19480840 PERIODO 19/09/2017 - 18/10/2017  CUPS ES0021000005693869ND ALUMB PUBLICO,1282.13,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982990 CONTRATO 19480840 PERIODO 11/08/2017 - 18/09/2017 CUPS ES0021000005693869ND ALUMB PUBLICO,1470.92,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982989 CONTRATO 19480859 PERIODO 27/07/2017 - 27/09/2017  CUPS ES0021000005699026YZ ALUMB PUBLICO,130.76,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982988 CONTRATO 19480837 PERIODO  02/08/2017 - 27/09/2017 CUPS ES0021000005698724QB ALUMB PUBLICO,116.35,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251982995  CONTRATO 19480886 PERIODO 19/09/2017 - 19/10/2017 CUPS ES0021000005694856DF ALUMB PUBLICO,601.12,
Urbanismo,,,A,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,  FE17321251983002 CONTRATO 19481010 PERIODO 12/08/2017 - 11/10/2017 CUPS ES0021000005697253KN ALUMB PUBLICO,103.47,
