#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Juventud,,,1T,2019-03-08,,SIERRA BUS SL,,BUS TORRELODONES-COLLADO VILLALBA Y REGRESO CONCEJALIA JUVENTUD,253,
Juventud,,,1T,2019-03-25,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELES A3 Y MATERIAL DE PAPELERIA PARA JUVENTUD,26.38,
Juventud,,,1T,2019-03-08,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,SUMINISTRO MATERIAL PARA JUVENTUD,162.54,
Juventud,,,1T,2019-03-08,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELES A3 PARA JUVENTUD,25.2,
Juventud,,,1T,2019-03-08,,"REPROGRAFIA ZOCO 16, S.L.",,COPIAS JUVENTUD,77.15,
Juventud,,,1T,2019-01-16,,"REPROGRAFIA ZOCO 16, S.L.",,SUMINISTRO MATERIAL PUBLICITARIO CABALGATA,29.4,
Juventud,,,1T,2019-01-23,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,COPIAS Y CARTELES JUVENTUD,108.5,
Juventud,,,1T,2019-02-18,,HIPER USERA,,COMPRA ALIMENTOS PARA EVENTO MASQDNOCHE CINE,109.82,
Juventud,,,1T,2019-02-18,,HIPER USERA,,COMPRA ALIMENTOS MASQDNOCHE WINTER PARTY,108.39,
Juventud,,,1T,2019-02-18,,YELMO FILMS SL,,ENTRADAS CINE POR EVENTO MÁSQDNOCHE CINE,29.19,
Juventud,,,1T,2019-01-01,,GARCIA ALCANTARA ALEJANDRO,,"MASTERCLASS PINTURA MURAL, EJECUCION Y MATERIAL",499.73,
Juventud,,,1T,2019-01-01,,ALPHA CENTAURI GAMES SL,,REALIZACION DE EVENTO DE VIDEOJUEGOS GAME OVER FEST,1766.6,
Juventud,,,1T,2019-01-01,,ASOCIACION LA SIERRA EDUCA,,"TALLER Y ESPECTACULO DE MAGIA, PROGRAMACION ESPECIAL NAVIDAD 2018",320,
Juventud,,,1T,2019-01-16,,ASOCIACION CULTURAL FIN4FUN,,ACOMPAÑAMIENTO DE MENORES AL COLEGIO (PEDIBUS) MES DICIEMBRE 2018,546,
Juventud,,,1T,2019-01-24,,"C.E. DE JARDINERIA APASCOVI, S.L.",,ERVICIOS CONSERJERIA EDIF TORREFORUM MES DICIEMBRE 2018,602.47,
Juventud,,,1T,2019-02-26,,"LUNA TIC DESIGN, S.L. (ROCKBOTIC)",,CURSO DE DISEÑO Y PROGRAMACION DE VIDEOJUEGOS MES ENERO 2019,766.67,
Juventud,,,1T,2019-03-08,,RESPIRA OCIO Y TIEMPO LIBRE,,RETENCION GARANTIA DEFINITIVA SERVICIO ESCUELA DE VERANO 2018 TAMBIEN EN INGLES,772.83,
Juventud,,,1T,2019-03-08,,"C.E. DE JARDINERIA APASCOVI, S.L.",,SERVICIOS DE CONSERJERIA PRESTADOS EN TORREFORUM MES ENERO 2019,602.47,
Juventud,,,1T,2019-03-14,,ASOCIACION CULTURAL FIN4FUN,,PROYECTO ACOMPAÑAMIENTO MENORES AL COLEGIO MES FEBRERO,840,
Juventud,,,1T,2019-03-25,,"C.E. DE JARDINERIA APASCOVI, S.L.",,SERVICIOS DE CONSERJERIA PRESTADOS EN TORREFORUM MES FEBRERO 2019,602.47,
Hacienda - Tesorería,,,1T,2019-01-24,,GESTIÓN TRIBUTARIA TERRITORIAL S.A.U.,, ALQUILER APLICACIÓN GESTIÓN TRIBUTARIA DICIEMBRE 2018,7243.36,
Hacienda - Tesorería,,,1T,2019-02-26,,GESTIÓN TRIBUTARIA TERRITORIAL S.A.U.,,ALQUILER APLICACIÓN GESTIÓN TRIBUTARIA MES ENERO 2019,7243.36,
Hacienda - Tesorería,,,1T,2019-03-25,,GESTIÓN TRIBUTARIA TERRITORIAL S.A.U.,,ALQUILER APLICACIÓN GESTIÓN TRIBUTARIA MES FEBRERO 2019,7243.36,
Hacienda - Tesorería,,,1T,2019-02-19,,AMERIGO ALONSO ENRIQUE,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,129.47,
Hacienda - Tesorería,,,1T,2019-02-19,,REGISTRO MERCANTIL DE MADRID C.B.,,MINUTA REGISTRO MERCANTIL DE MADRID,58.64,
Hacienda - Tesorería,,,1T,2019-02-19,,HERNANDEZ-GIL MANCHA JUAN LUIS,, MINUTA NOTARIO ARANCELES Y SUPLIDOS PERMUTA DE INMUEBLES ORDINARIA,1887.98,
Hacienda - Tesorería,,,1T,2019-02-19,,REGISTRO MERCANTIL DE ZARAGOZA,,MINUTA REGISTRO MERCANTIL DE ZARAGOZA,6.51,
Hacienda - Tesorería,,,1T,2019-02-19,,REGISTRO MERCANTIL DE VALENCIA C.B.,,MINUTA REGISTRO MERCANTIL DE VALENCIA,6.51,
Hacienda - Tesorería,,,1T,2019-02-19,,AMERIGO ALONSO CARLOS,,MINUTA REGISTRADOR DE LA PROPIEDAD DE AREVALO (AVILA),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,DIAZ TABOADA MARIA EUGENIA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE BARCELONA 2,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,TABARES CUADRADRO JOSE MIGUEL,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MIRANDA DE EBRO (BURGOS),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,DIAZ DURAN JOSE LUIS,,MINUTA REGISTRADOR DE LA PROPIEDAD DE JEREZ DE LA FRONTERA 2,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,RODRIGUEZ LLORENS ENRIQUE,,MINUTA REGISTRADOR DE LA PROPIEDAD DE A CORUÑA 3,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,AVANZINI ANTON MARIA BELEN,,MINUTA REGISTRADORA DE LA PROPIEDAD DE CORCUBION-MUROS (A CORUÑA),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,STAMPA CASTILLO RAFAEL JOSE,,MINUTA REGISTRADOR DE LA PROPIEDAD DE BERGARA 1 (GUIPUZCOA),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,GALAN QUESADA FRANCISCO MANUEL,,MINUTA REGISTRADOR DE LA PROPIEDAD DE VILLACARRILLO (JAEN),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,LOPEZ RUIZ MARIA TERESA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE TORRELAGUNA (MADRID),10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,IBORRA GRAU MARIA CONCEPCION,,MINUTA REGISTRADORA DE LA PROPIEDAD DE ALGETE (MADRID),21.83,
Hacienda - Tesorería,,,1T,2019-02-19,,ALONSO LANDETA GABRIEL,,MINUTA REGISTRADOR DE LA PROPIEDAD DE FUENLABRADA 2,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,CORTES SANCHEZ JOAQUIN,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 1,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,RODRIGUEZ TEJADA GALO,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 3,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,DURAN DE LA COLINA PABLO GUILLERMO,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 33,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,MARTINEZ ROJO JESUS MARIA,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORREJON DE ARDOZ 3,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,AMERIGO ALONSO ENRIQUE,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,109.14,
Hacienda - Tesorería,,,1T,2019-02-19,,AMEZ APARICIO ANA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE LLANES,10.91,
Hacienda - Tesorería,,,1T,2019-02-19,,RODRIGUEZ PARADA ANA ISABEL,,MINUTA REGISTRADORA DE LA PROPIEDAD DE TUI (PONTEVEDRA),10.91,
Hacienda - Tesorería,,,1T,2019-02-26,,MAILING ANDALUCIA SA,,"NOTIFICACION EMBARGOS, PAPEL PREIMPRESO1/1 TINTAS TREPADO, IMPRESOS A DOBLE CARA Y PLEGA",27.58,
Hacienda - Tesorería,,,1T,2019-02-26,,MAILING ANDALUCIA SA,,"PROV. APREMIO IBI, IMPRESION Y MANIPULACION  PAPEL",27.39,
Hacienda - Tesorería,,,1T,2019-02-26,,DEINCA INGENIEROS S.A.,,"ASISTENCIA TECNICA APOYO AREA ECONOMICA TRAMITACION EXPEDIENTES ALTA, SEGREGACIONES Y OTROS",1080,
Hacienda - Tesorería,,,1T,2019-02-26,,MAILING ANDALUCIA SA,,"PROV. APREMIO IBI SUMINISTRO PAPEL PREIMPRESO, IMPRESION CARTAS A4, PLEGADO Y CLASIFI",27.39,
Hacienda - Tesorería,,,1T,2019-02-27,,MAILING ANDALUCIA SA,,"PROV. APREMIOS, SUMINISTRO PAPEL 1/1 TINTAS CON TREPADO, IMPRESION DOBLE CARA Y MANIPULACION PERIODO 01",9.61,
Hacienda - Tesorería,,,1T,2019-03-07,,"GONZALEZ CARRILLO, JESUS",,IMPORTE PARA PAGO MINUTAS VARIAS DEL REGISTRO MERCANTIL.,150,
Hacienda - Tesorería,,,1T,2019-03-07,,REGISTRO MERCANTIL DE MADRID C.B. ,,MINUTA REGISTRO MERCANTIL DE MADRID,69.43,
Hacienda - Tesorería,,,1T,2019-03-07,,REGISTRO MERCANTIL DE SEVILLA CB,,MINUTA REGISTRO MERCANTIL DE SEVILLA,6.51,
Hacienda - Tesorería,,,1T,2019-03-07,,REGISTRO MERCANTIL DE CADIZ CB,,MINUTA REGISTRO MERCANTIL DE CADIZ,13.75,
Hacienda - Tesorería,,,1T,2019-03-07,,REGISTRO MERCANTIL DE MALAGA,,MINUTA REGISTRO MERCANTIL DE MALAGA,6.51,
Hacienda - Tesorería,,,1T,2019-03-07,,DELGADO GARCIA ALFREDO,,MINUTA REGISTRADOR DE LA PROPIEDAD DE HELLIN (ALBACETE),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,ALCOBA OTON NATIVIDAD,,MINUTA REGISTRADORA DE LA PROPIEDAD DE UBRIQUE (CADIZ),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GARCIA URBANO JOSE MARIA,,MINUTA REGISTRADOR DE LA PROPIEDAD DE SAN ROQUE (CADIZ),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GALLEGO FERNANDEZ LUIS ANTONIO,,MINUTA REGISTRADOR DE LA PROPIEDAD DE PADRON (A CORUÑA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,DE FUENTES CORRIPIO JORGE JAIME ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MOTILLA DEL PALANCAR (CUENCA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GARCIA APONTE JUAN LUCAS,,MINUTA REGISTRADOR DE LA PROPIEDAD DE GRANADA 2,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GALISTEO CANO AURORA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE GRANADA 7,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,REGISTROS DE LA PROPIEDAD DE HUELVA CB,,MINUTA REGISTRO DE LA PROPIEDAD DE HUELVA 1,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,LARGO ESCUDERO RAQUEL,,MINUTA REGISTRADORA DE LA PROPIEDAD DE PONFERRADA 1,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,TOURIÑAN MORANDEIRA MARIA TERESA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE VILALBA (LUGO),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,VARGAS-ZUÑIGA JUANES MANUEL FELIPE ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE NAVALCARNERO 1,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,FRAGUAS SOLE JOSE RAMON ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 14,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,STAMPA Y PIÑEIRO JAVIER,, MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 29,32.74,
Hacienda - Tesorería,,,1T,2019-03-07,,ZABALA GUADALUPE CRISTINA ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE GALAPAGAR (MADRID),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,AMERIGO ALONSO ENRIQUE,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,87.31,
Hacienda - Tesorería,,,1T,2019-03-07,,BOATAS ENJUANES CARLOS ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE COIN (MALAGA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,SANTA-OLALLA FERNANDEZ-FIGARES BELEN ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE MANILVA (MALAGA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GUTIERREZ MARTINEZ ASUNCION ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE MIJAS 1,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,CARDENAL ZUBIZARRETA JOSE ANGEL ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE AGUILAS (MURCIA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,PEREZ DE LA CRUZ MARTINEZ VICTORIA ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE O CARBALLIÑO-RIBADAVIA  (ORENSE),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,LOPEZ GIL OTERO ROSA JUANA ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE LALIN (PONTEVEDRA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,PALENCIA MORENO RAFAEL,,MINUTA REGISTRADOR DE LA PROPIEDAD DE ALBA DE TORMES (SALAMANCA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,GOMEZ SANCHEZ DE VERA BELEN MACARENA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE GANDESA (TARRAGONA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,RUIZ BLASCO MARIA DE LOS ANGELES ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE TERUEL,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,CARRASCO POVEDA JOSE ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE VALENCIA 4,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,SANCHEZ LOPEZ-MUELAS CRISTINA EUGENIA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE VALENCIA 16,10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,ABAD SANCHIS SUSANA ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE PUÇOL (VALENCIA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,BERNAL DOMINGUEZ MANUEL ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE PORTUGALETE (VIZCAYA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,ALONSO SEGURA REBECA ,,MINUTA REGISTRADORA DE LA PROPIEDAD DE VILLALPANDO (ZAMORA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,OLIVERI GUILARTE BORJA ,,MINUTA REGISTRADOR DE LA PROPIEDAD DE ATECA (ZARAGOZA),10.91,
Hacienda - Tesorería,,,1T,2019-03-07,,ORTIN CABALLE JUAN JOSE ,, MINUTA REGISTRADOR DE LA PROPIEDAD DE ZARAGOZA 9,10.91,
Hacienda - Tesorería,,,1T,2019-03-08,,MANEN BARCELO RICARDO,,HONORARIOS COPIA AUTENTICA ESCRITURA Nº 2330.2011,119.98,
Hacienda - Tesorería,,,1T,2019-03-19,,BANCO SABADELL  ATLANTICO,,COMISIONES BANCARIAS,82.42,
Hacienda - Tesorería,,,1T,2019-03-19,,BANKIA SA,,COMISIONES BANCARIAS,3.75,
Hacienda - Tesorería,,,1T,2019-03-25,,MAILING ANDALUCIA SA,,"SUMINISTRO, IMPRESION, PLEGADO ENSOBRADOS COMUNICADOS",30.77,
Hacienda - Tesorería,,,1T,2019-03-25,,DEINCA INGENIEROS S.A.,,TRAMITACION DE EXPEDIENTES DEL CATASTRO,1703.2,
Urbanismo,,,1T,2019-02-19,,"TRAUMHAUSER, SL",,RENTA SOLAR ALBERQUILLA POLIN MES ENERO 2019,1210,
Urbanismo,,,1T,2019-02-26,,ACTIVA EDIFICA PROMOCION INMOBILIARIA SL,,ALQUILER SOLAR USO APARCAMIENTO C/ RELOJEROS 4 MES ENERO 2019,1210,
Urbanismo,,,1T,2019-02-26,,ACTIVA EDIFICA PROMOCION INMOBILIARIA SL,,ALQUILER SOLAR USO APARCAMIENTO C/ RELOJEROS 4 MES FEBRERO 2019,1210,
Urbanismo,,,1T,2019-02-26,,"TRAUMHAUSER, SL",,RENTA SOLAR ALBERQUILLA POLIN MES FEBRERO 2019,1210,
Urbanismo,,,1T,2019-03-25,,ACTIVA EDIFICA PROMOCION INMOBILIARIA SL,,ALQUILER SOLAR PARA APARCAMIENTO CL RELOJEROS 4 MES DE MARZO,1210,
Urbanismo,,,1T,2019-03-25,,"TRAUMHAUSER, SL",,ALQUILER SOLAR ALBERQUILLA POLIN MES MARZO,1210,
Urbanismo,,,1T,2019-02-26,,ESTACIONAMIENTOS IBERPARK SA,,ALQUILER MENSUAL PARQUIMETROS Y MANTENIMIENTO INTEGRAL ENERO 2019,2516.8,
Urbanismo,,,1T,2019-03-25,,ESTACIONAMIENTOS IBERPARK SA,,ALQUILER MENSUAL PARQUIMETROS Y MANTENIMIENTO INTEGRAL FEBRERO 2019,2516.8,
Urbanismo,,,1T,2019-02-26,,INDUSTRIAS SALUDES S.A.,," SUMINISTRO POSTE ACERO GALVANIZADO, TRIANG MOPU Y DISCO MOPU",438.03,
Urbanismo,,,1T,2019-02-26,,INDUSTRIAS SALUDES S.A.,,SUMINISTRO PLANTILLA ALUMINIO SANDWICH M-O-T-O-S HB:80 CM,510.02,
Urbanismo,,,1T,2019-03-25,,PROYGOM OBRA CIVIL S.L.,,CERTIFICACION Nº 1 OBRAS APARCAMIENTO EN SUPERFICIE EN CALLE RUFINO TORRES DE TORRELODON,30829.2,
Urbanismo,,,1T,2019-03-25,,SEÑALES GIROD S.L.,,SUMINISTRO TOPES DE ESTACIONAMIENTO PERIODO 18/02/19 A 28/02/19,552,
Urbanismo,,,1T,2019-03-25,,PROYGOM OBRA CIVIL S.L.,, CERTIFICACION Nº 2 OBRAS APARCAMIENTO EN SUPERFICIE EN CALLE RUFINO TORRES,11203.11,
Urbanismo,,,1T,2019-01-01,,"ELECNOR, S.A",,SUMINISTRO DE GRIFO SERVICIOS SOCIALES,161.2,
Urbanismo,,,1T,2019-01-23,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA (FASE 1)",,"CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE I MES ENERO 2019",317.63,
Urbanismo,,,1T,2019-01-23,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA -  FASE II",,"CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE II MES ENERO 2019",382.69,
Urbanismo,,,1T,2019-02-19,,CITADEX IBERICA SL,,SUSTITUCION ILUMINACION LED SECRETARIA,468.33,
Urbanismo,,,1T,2019-02-20,,COMUNIDAD PROPIETARIOS CALLE REAL 2 (TORRELODONES),,CUOTA LOCAL 3 C/ REAL 2,40.98,
Urbanismo,,,1T,2019-02-26,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA (FASE 1)",," CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE I MES FEBRERO 2019",317.63,
Urbanismo,,,1T,2019-02-26,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA -  FASE II",,"CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE II MES FEBRERO 2019",382.69,
Urbanismo,,,1T,2019-02-26,,COMUNIDAD PROPIETARIOS CALLE REAL 2 (TORRELODONES),,CUOTA LOCAL 3 C/ REAL 2,40.98,
Urbanismo,,,1T,2019-02-26,,"ELECNOR, S.A",,REALIZACION DE INSTALACION ELECTRICA PARA ALIMENTACION MONTACARGAS ARCHIVO HISTOR,293.88,
Urbanismo,,,1T,2019-03-08,,DRABINA CONSTRUCCIONES S.L.,, TRABAJOS PREVIOS (REALIZACION DE CATAS) PARA VERIFICACION Y COMPROBACION DE ESTRUCTURA EN ARC,968,
Urbanismo,,,1T,2019-03-08,,LADDER OBRAS Y MANTENIMIENTOS S.L.,,TRABAJOS DE CANALIZACION DE CABLEADO WIFI EN EDIFICIO BIBLIOTECA,786.5,
Urbanismo,,,1T,2019-03-08,,DRABINA CONSTRUCCIONES S.L.,,TRABAJOS DE REFORMA DE ASEOS EN EDIFICIO JH,943.8,
Urbanismo,,,1T,2019-03-08,,R29 SL,,REPARACION CALDERA CALLE ARTES 13,84.7,
Urbanismo,,,1T,2019-03-08,,LADDER OBRAS Y MANTENIMIENTOS S.L.,,"REPARACIONES VARIAS EN EDIFICIO DE JUZGADOS (CAMBIAR RODAPIE, PINTURA Y PUERTA DETERIORAD",1040.6,
Urbanismo,,,1T,2019-03-25,,CLIMATIZACION RDR S.L.L-,,SUMINISTRO Y MONTAJE DE CANALIZACION DE AIRE EN CASA DE CULTURA,590.48,
Urbanismo,,,1T,2019-03-25,,"SANMI REPARACIONES, S.L.",,REPARACION DE BAÑOS EN LA CASA DE CULTURA,1089,
Urbanismo,,,1T,2019-03-25,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA (FASE 1)",,"CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE I MES MARZO 2019",322.42,
Urbanismo,,,1T,2019-03-25,,"C.P. C/ ARTES, CIENCIAS, LETRAS Y MUSICA -  FASE II",,"CUOTAS C.P. C/ CIENCIAS, LETRAS, ARTES Y MUSICA FASE II MES MARZO 2019",386.54,
Urbanismo,,,1T,2019-01-01,,GALLEGOS BORGES GABRIEL,,HONORARIOS DIR OBRA ADAPTACION INMUEBLE PARA CENTRO DE ESTUDIOS Y BIBLIOTECA,1555.5,
Urbanismo,,,1T,2019-01-01,,DONCEL MARCHAN MAURO,, HONORARIOS (7%) DIR FACULTATIVA PROY. CAMPO FUTBOL-RUGBY CON EDIF ANEXO DE VESTUARIOS,2026.62,
Urbanismo,,,1T,2019-03-08,,BAUMAN CONSULTORIA TECNICA S.L.,,TRABAJOS DE ADAPTACION DEL PROYECTO DE EJECUCION DE LAS PANTALLAS SECTOR 10 Y UE-2,2178,
Urbanismo,,,1T,2019-03-08,,BAUMAN CONSULTORIA TECNICA S.L.,,TRABAJOS DE ACTUALIZACION DE LAS MEDICIONES ACUSTICAS PANTALLAS SECTOR 10 Y UE2,1514.92,
Urbanismo,,,1T,2019-03-08,,RODRIGUEZ URGEL IGNACIO,,ASISTENCIA TECNICA REDACCION ANTEPROYECTO APARCAMIENTO DE VEHICULOS JUNTO A ESTACION DE TR,11555.5,
Urbanismo,,,1T,2019-03-14,,GEDINE MADRID S.L..,,DIR OBRA INSTALACION FOTOVOLTAICA DE GENERACION ELECTRICA PARA SUMINISTRO A CASA DE CULTURA,2420,
Urbanismo,,,1T,2019-03-14,,MARTINEZ SELLES ELOISA,,DIRECCION OBRA REFORMA Y ACONDICIONAMIENTO INSTALACIONES PARQUE MAQUINARIAS RSU,3684.45,
Urbanismo,,,1T,2019-03-25,,COTA CERO SLP,,DIRECCION DE OBRA RENOVACION PAVIMENTACION Y ALUMBRADO PUBLICO URB LOS ROBLES (FASE I) 2,7003.88,
Urbanismo,,,1T,2019-01-01,,ROMAN FERNANDEZ SERAFIN,,"DE SISTEMA DE GESTION, MOTORIZACION Y ANALITICA DE VIDEO PARA GESTION DE TRAFICO",7689.55,
Urbanismo,,,1T,2019-01-22,,"DIRECCION GRAL. INDUSTRIA, ENERGIA Y MINAS. CONSEJERIA ECONOMIA Y EMPLEO CAM",,PAGO TASA A LA D.G. INDUSTRIA  PARA SOLICITUD DUPLICADO DE BOLETÍN DE INSTALACIÓN B.T. DE CAFETERÍA POLIDEPORTIVO.,61.08,
Urbanismo,,,1T,2019-01-23,,FERNANDEZ MUÑOZ SANTIAGO,,PAGO TASA A LA D.G. INDUSTRIA  PARA SOLICITUD DUPLICADO DE BOLETÍN DE INSTALACIÓN B.T. DE CAFETERÍA POLIDEPORTIVO.,61.08,
Urbanismo,,,1T,2019-02-14,,FERNANDEZ MUÑOZ SANTIAGO,,SOLICITUD A IBERDOLA DE EXTENSIÓN LINEA DE ACOMETIDA ELECTRICA POR AUMENTO DE POTENCIA EN LA BASE DE MEDIO AMBIENTE.,89.35,
Urbanismo,,,1T,2019-02-26,,SOPINET SOFTWARE S.L,,MANTENIMIENTO Y SOPORTE TECNICO PROYECTO TRAZEO (ENERO-JUNIO 2019,121,
Urbanismo,,,1T,2019-02-26,,BETTERGY SL,,CONTROL Y GESTION DEL CONSUMO ENERGETICO DEL MUNICIPIO,1011.66,
Urbanismo,,,1T,2019-03-08,,SOPINET SOFTWARE S.L,,MANTENIMIENTO Y SOPORTE TECNICO PROYECTO TRAZEO (ENERO-JUNIO 2019),121,
Urbanismo,,,1T,2019-03-08,,BETTERGY SL,,ESTUDIO Y GESTION DEL CONSUMO ENERGETICO DEL MUNICIPIO,1011.66,
Urbanismo,,,1T,2019-03-14,,HEMAG S.A.,,VALORACION LEGALIZACION NUEVO SUMINISTRO Y D.I. CAFETERIA SERVICIOS SOCIALES MES,2904,
Urbanismo,,,1T,2019-03-14,,HEMAG S.A.,,VALORACION LEGALIZACION CAFETERIA POLIDEPORTIVO MES FEBRERO 2019,955.9,
Urbanismo,,,1T,2019-03-19,,FERNANDEZ MUÑOZ SANTIAGO,,SOLICITUD SUMINISTRO E ELECTRICA PARA ALUMBRADO PÚBLICO EN PARQUING RUFINO TORRES,479.12,
Urbanismo,,,1T,2019-03-27,,FERNANDEZ MUÑOZ SANTIAGO,,GASTO A JUSTIFICAR PARA RETIRADA DE CONTENEDOR EN CALLE ANGEL YAGUE.,115,
Urbanismo,,,1T,2019-01-01,,RADALKI ALQUILER SL,,ALQUILER PLATAFORMA ELECTRICA TIJERA Y PORTES RECOGIDA Y ENTREGA CAMION 2 EJES,273.94,
Urbanismo,,,1T,2019-02-20,,ARZAM S.L.,,ALQUILER CASETAS PARA VESTUARIOS Y ASEOS OBRA NAVE MUNICIPAL MES ENERO 2019,447.7,
Urbanismo,,,1T,2019-03-26,,ARZAM S.L.,,ALQUILER DE CASETAS PARA VESTUARIOS Y ASEOS OBRA NAVE MUNICIPAL MES FEBRERO 2019,447.7,
Urbanismo,,,1T,2019-01-23,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,"ALQUILER VEHICULO HTN6769, PERIODO 01/11/18 A 26/11/18",514.06,
Urbanismo,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KRJ9144 MES DICIEMBRE 2018,423.34,
Urbanismo,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO JTH2609 MES DICIEMBRE 2018,705.45,
Urbanismo,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO HTF7559 MES DICIEMBRE 2018,778.03,
Urbanismo,,,1T,2019-01-29,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULOS JHX9197 Y KRJ9144 MES NOVIEMBRE,423.34,
